alpha,beta,gamma,cell_id,is_reference,reference_name,seed,agent_name,mean_utility,cell_utility,completion_rate,value_weighted_completion_rate,uncapped_completion_rate,cost,failure_rate,total_completed_value,total_job_value,completed_jobs,failed_jobs,steps_executed,hit_step_budget
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,12.9562,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,7.4262,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-22.0966,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-8.703,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-4.8958,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,17.0204,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,28.3028,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,31.5492,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-3.8732,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-11.4818,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,28.1246,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,9.467,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
0.5,0.1,2.0,alpha=0.5_beta=0.1_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,1.5956,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),131.1326,9.6476,0.49,0.605,0.49,418.374,0.1,182.97,302.44,49,10,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),81.141,-70.804,0.48,0.564,0.48,687.49,0.22,171.89,304.75,48,22,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),104.006,-43.659,0.56,0.5934,0.56,653.24,0.18,187.33,315.67,56,18,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),152.3868,8.3118,0.6,0.6615,0.6,237.632,0.16,192.15,290.48,60,16,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-6.91,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-20.4488,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),153.9316,-0.4434,0.6,0.7058,0.6,568.184,0.14,224.75,318.44,60,14,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),97.4554,-20.6596,0.49,0.582,0.49,547.746,0.12,164.23,282.18,49,12,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),124.7726,-32.8274,0.59,0.6668,0.59,644.274,0.18,207.2,310.76,59,18,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),77.5518,-62.0332,0.47,0.5579,0.47,616.182,0.2,159.17,285.3,47,20,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.7414,-34.6936,0.56,0.6605,0.56,761.286,0.14,194.87,295.03,56,14,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-22.8958,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-4.9796,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),121.8944,-28.9406,0.56,0.6141,0.56,397.756,0.2,181.67,295.82,56,20,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),144.7388,-0.6212,0.63,0.6775,0.63,479.812,0.14,206.72,305.11,63,14,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),102.5726,-20.9524,0.54,0.6429,0.54,744.774,0.1,187.05,290.94,54,10,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),82.9366,-30.5334,0.5,0.5775,0.5,670.034,0.11,160.94,278.66,50,11,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),128.1314,0.9264,0.57,0.6376,0.57,352.786,0.13,176.41,276.68,57,13,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,-34.533,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
0.5,0.1,4.0,alpha=0.5_beta=0.1_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),108.0536,-50.6914,0.58,0.6331,0.58,694.364,0.2,197.49,311.96,58,20,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,-55.5985,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-103.1425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,-55.2135,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,-2.308,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-80.2025,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-54.712,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,-21.737,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,-54.8045,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,-86.2395,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-86.5015,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-101.6475,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-79.4845,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-32.7565,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,6.5645,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,-10.3995,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-72.6305,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-96.5345,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,-7.7185,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,-19.6075,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
0.5,0.25,0.5,alpha=0.5_beta=0.25_gamma=0.5,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,-40.8985,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,-64.0985,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-113.6425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,-64.2135,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,-10.308,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-85.2025,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-58.712,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,-27.237,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,-58.8045,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,-90.7395,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-96.5015,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-109.1475,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-83.9845,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-38.2565,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,-2.4355,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,-17.8995,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-77.6305,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-104.0345,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,-14.2185,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,-30.6075,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
0.5,0.25,1.0,alpha=0.5_beta=0.25_gamma=1,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,-51.8985,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,100,Utility-Based Agent (Non-Learning Baseline),129.2228,-78.823,0.58,0.6776,0.58,597.172,0.16,204.94,302.44,58,16,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-134.6425,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,-82.2135,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,103,Utility-Based Agent (Non-Learning Baseline),144.6134,-23.0265,0.62,0.6748,0.62,364.166,0.15,196.03,290.48,62,15,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-95.2025,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-66.712,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,-38.237,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,-66.8045,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,-99.7395,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-116.5015,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-124.1475,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-92.9845,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-49.2565,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,-20.4355,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,-32.8995,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-87.6305,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,116,Utility-Based Agent (Non-Learning Baseline),93.7382,-119.0345,0.58,0.6475,0.58,717.018,0.15,180.44,278.66,58,15,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,117,Utility-Based Agent (Non-Learning Baseline),132.1446,-27.2185,0.56,0.6579,0.56,368.954,0.13,182.04,276.68,56,13,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,118,Utility-Based Agent (Non-Learning Baseline),126.317,-52.6075,0.58,0.6377,0.58,413.83,0.22,189.7,297.48,58,22,300,True
0.5,0.25,2.0,alpha=0.5_beta=0.25_gamma=2,False,,119,Utility-Based Agent (Non-Learning Baseline),119.5206,-73.8985,0.57,0.615,0.57,503.294,0.22,191.85,311.96,57,22,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,100,Utility-Based Agent (Non-Learning Baseline),93.5792,-154.372,0.52,0.5973,0.52,690.808,0.18,180.66,302.44,52,18,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,101,Utility-Based Agent (Non-Learning Baseline),81.141,-173.9275,0.48,0.564,0.48,687.49,0.22,171.89,304.75,48,22,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,102,Utility-Based Agent (Non-Learning Baseline),104.006,-141.645,0.56,0.5934,0.56,653.24,0.18,187.33,315.67,56,18,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,103,Utility-Based Agent (Non-Learning Baseline),152.3868,-27.333,0.6,0.6615,0.6,237.632,0.16,192.15,290.48,60,16,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-115.2025,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-82.712,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,106,Utility-Based Agent (Non-Learning Baseline),154.0576,-85.356,0.6,0.7058,0.6,566.924,0.14,224.75,318.44,60,14,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,107,Utility-Based Agent (Non-Learning Baseline),103.286,-91.565,0.5,0.5932,0.5,541.04,0.1,167.39,282.18,50,10,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,108,Utility-Based Agent (Non-Learning Baseline),123.5166,-129.7885,0.58,0.6622,0.58,642.734,0.18,205.79,310.76,58,18,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,109,Utility-Based Agent (Non-Learning Baseline),77.5518,-154.4605,0.47,0.5579,0.47,616.182,0.2,159.17,285.3,47,20,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,110,Utility-Based Agent (Non-Learning Baseline),104.7414,-148.8865,0.56,0.6605,0.56,761.286,0.14,194.87,295.03,56,14,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,111,Utility-Based Agent (Non-Learning Baseline),88.8558,-149.5405,0.58,0.651,0.58,724.842,0.14,175.34,269.36,58,14,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-71.2565,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,113,Utility-Based Agent (Non-Learning Baseline),121.8944,-88.604,0.56,0.6141,0.56,397.756,0.2,181.67,295.82,56,20,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,114,Utility-Based Agent (Non-Learning Baseline),144.7388,-72.593,0.63,0.6775,0.63,479.812,0.14,206.72,305.11,63,14,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,115,Utility-Based Agent (Non-Learning Baseline),102.5726,-132.6685,0.54,0.6429,0.54,744.774,0.1,187.05,290.94,54,10,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,116,Utility-Based Agent (Non-Learning Baseline),82.9366,-131.0385,0.5,0.5775,0.5,670.034,0.11,160.94,278.66,50,11,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,117,Utility-Based Agent (Non-Learning Baseline),124.4446,-58.9485,0.56,0.6308,0.56,360.854,0.14,174.53,276.68,56,14,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,118,Utility-Based Agent (Non-Learning Baseline),126.4898,-96.1755,0.58,0.6377,0.58,412.102,0.22,189.7,297.48,58,22,300,True
0.5,0.25,4.0,alpha=0.5_beta=0.25_gamma=4,False,,119,Utility-Based Agent (Non-Learning Baseline),128.1064,-113.014,0.6,0.6464,0.6,535.336,0.2,201.64,311.96,60,20,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,100,Utility-Based Agent (Non-Learning Baseline),123.8726,-202.517,0.56,0.6601,0.56,587.674,0.17,199.64,302.44,56,17,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,101,Utility-Based Agent (Non-Learning Baseline),96.015,-292.08,0.57,0.632,0.57,755.75,0.21,192.59,304.75,57,21,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,102,Utility-Based Agent (Non-Learning Baseline),121.3546,-200.077,0.58,0.625,0.58,579.454,0.18,197.3,315.67,58,18,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,103,Utility-Based Agent (Non-Learning Baseline),154.1008,-101.506,0.68,0.7222,0.68,396.792,0.16,209.78,290.48,68,16,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,104,Utility-Based Agent (Non-Learning Baseline),128.375,-260.69,0.59,0.672,0.59,721.95,0.1,210.57,313.35,59,10,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,105,Utility-Based Agent (Non-Learning Baseline),56.6112,-158.484,0.29,0.352,0.29,415.088,0.08,106.12,301.48,29,8,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,106,Utility-Based Agent (Non-Learning Baseline),166.4012,-152.909,0.63,0.7219,0.63,524.688,0.11,229.87,318.44,63,11,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,107,Utility-Based Agent (Non-Learning Baseline),103.0862,-187.739,0.48,0.5821,0.48,531.738,0.08,164.26,282.18,48,8,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,108,Utility-Based Agent (Non-Learning Baseline),113.2962,-264.849,0.58,0.6234,0.58,714.438,0.09,193.74,310.76,58,9,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,109,Utility-Based Agent (Non-Learning Baseline),78.7434,-243.843,0.48,0.5667,0.48,629.366,0.2,161.68,285.3,48,20,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,110,Utility-Based Agent (Non-Learning Baseline),104.557,-294.055,0.56,0.6661,0.56,769.63,0.15,196.52,295.03,56,15,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,111,Utility-Based Agent (Non-Learning Baseline),75.9342,-226.299,0.45,0.5333,0.45,587.258,0.09,143.66,269.36,45,9,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,112,Utility-Based Agent (Non-Learning Baseline),111.2254,-143.218,0.46,0.5463,0.46,441.846,0.11,166.41,304.64,46,11,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,113,Utility-Based Agent (Non-Learning Baseline),143.0978,-74.666,0.61,0.6544,0.61,324.922,0.18,193.59,295.82,61,18,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,114,Utility-Based Agent (Non-Learning Baseline),151.0642,-117.814,0.64,0.6851,0.64,429.658,0.15,209.03,305.11,64,15,300,True
0.5,0.5,0.5,alpha=0.5_beta=0.5_gamma=0.5,False,,115,Utility-Based Agent (Non-Learning Baseline),78.0918,-212.226,0.38,0.4947,0.38,558.382,0.1,143.93,290.94,38,10,300,True
